capacity,luxury,model,plate,position,speed,timestamp,toll_name,type
82.8028481095596,no,BMW,31536297-4bbb-49b7-b4c3-49d8157a5ae4,mid,120.85895024317837,2019-04-30 13:57:10.372112,c6bb8701-a7cf-44ea-9445-44c82d1c1bb2,checkpoint
79.6499362961072,yes,Mercedes-Benz,826bf8d2-a72e-40a7-8ba1-5817c02d4089,mid,111.80247360543356,2019-04-30 13:57:10.372112,bbb23155-542a-49d9-8717-89ba6aced033,checkpoint
37.713935729460246,yes,Aston Martin,492eafe2-e9f8-45d4-b2ae-e7e79f6d2102,mid,141.73551050906215,2019-04-30 13:57:10.372112,a1ddff42-019d-47fe-a7cf-ccaad858fbcc,checkpoint
19.323845347496867,no,Aston Martin,3d85d2a6-18a1-4583-9fec-cc59c0de789d,mid,118.11257505567065,2019-04-30 13:57:10.372112,e07834cb-9824-49c7-a611-73e09e5f3c9f,checkpoint
31.189819189798254,no,Chevrolet,19d8e65c-034b-43b1-84fa-cfca57dc244d,mid,80.37593365949054,2019-04-30 13:57:10.372112,534455a9-5deb-449a-b6ac-2d5d36c4e9b9,net
19.323845347496867,no,Maybach,fad705d0-c03a-42de-b728-9ef80d041e49,mid,144.4363431547531,2019-04-30 13:57:10.372112,e07834cb-9824-49c7-a611-73e09e5f3c9f,checkpoint
61.35133033366965,yes,Aston Martin,ef985c6f-9ad5-4b62-ba0c-fe01fc0d3d04,mid,100.24717549539608,2019-04-30 13:57:10.372112,c2589694-1d42-4249-ac9f-5f13031bab28,net
87.51419790571488,no,Dodge,3f4bd1d4-7442-4c0b-a838-aa8bf31886f7,mid,193.08627820855725,2019-04-30 13:57:10.372112,3665e458-a57a-4d12-87de-186d114024a4,net
19.323845347496867,yes,Honda,934529d4-1191-42e6-8a16-7ae8c8b72ed3,mid,154.4843910391321,2019-04-30 13:57:10.372112,e07834cb-9824-49c7-a611-73e09e5f3c9f,checkpoint
27.40078220157955,no,Mitsubishi,09dc84ad-25e2-4bc5-bf6b-e4a91f84eee4,mid,157.19276881452964,2019-04-30 13:57:10.372112,db2fceac-552d-4438-92a1-f589b371b2fd,checkpoint
